pi_id,pi_name
543859,Janet Hunziker
543880,Kathryn Leonard
543957,Ronald Mak
543984,Kenneth Hicks
544020,Matthew Glaser
544067,David Awschalom
544107,David Young
544178,Michael Strano
544194,Jeffrey Skolnick
544250,Matthew Green
544268,Robert Waymouth
544292,Joseph Shepherd
544312,John Marston
544334,Scott Baden
544345,Thad Walker
544438,Eric Van Wyk
544475,Sridhar Mahadevan
544491,James Clark
544499,Andre Tits
544506,Feng Zhao
544512,James Alexander
544518,Hideo Mabuchi
544532,David Williams
544556,Jeffrey Moore
544609,Xavier Siemens
544620,Mariesa Crow
544621,Maggie Cheng
544625,Davar Khoshnevisan
544643,Ivan Deutsch
544655,Luis Orozco
544661,Ender Ayanoglu
544662,Ahmed Eltawil
544676,Yi Qian
544688,Zoya Popovic
544700,Richard Thompson
544702,Matthew Wilson
544712,Alexander Balandin
544713,Ashok Mulchandani
544751,Ian Hiskens
544789,Susan Sinnott
544813,Miron Straf
544824,Robert McLeod
544833,Nanfang Yu
544836,Huaiyu Dai
544840,Anil Pahwa
544864,Qianfan Xu
544879,Andreas Spanias
544880,Cihan Tepedelenlioglu
544949,Ralf Wessel
544956,Nikolaos Xiros
544963,Woodrow Shew
544982,Jianhong Ren
545038,Paul Anderson
545047,Kang Wang
545075,Zhengdao Wang
545094,Jingchun Li
545100,Robert Kass
545104,Mark Stockman
545111,Stephen Jacobson
545120,Anita Raja
545133,Max Lagally
545158,Theresa Mayer
545167,Pengcheng Dai
545178,Steven Liebling
545221,Michael Handel
545232,Eric Hirschmann
545233,David Neilsen
545256,Susanne Yelin
545270,William Lennon
545317,Marwan Simaan
545318,Zhihua Qu
545336,Lan Wang
545346,Gang Zhou
545354,Myriam Sarachik
545356,Murad Taqqu
545414,John Kouvetakis
545476,Alexander Sergienko
545574,Elisabeth Gwinn
545578,Ilya Krivorotov
545604,Stephen Hill
545613,Evgeny Katz
545655,Donald Towsley
545656,Dennis Goeckel
545691,Vijaya Kumar Devabhaktuni
545710,Tarek Taha
545717,Peter Kinget
545721,Wyeth Bair
545722,Anitha Pasupathy
545732,Michael Fuhrer
545777,Brian Jeffs
545793,Ronen Talmon
545794,Ronald Coifman
545796,H. Eugene Stanley
545808,Michael Rubinstein
545821,Jindong Tan
545858,Robert Schoelkopf
545866,Andrew Nobel
545885,Ramana Reddy
545897,Masoud Agah
545908,Jonathan Friedman
545910,Junichiro Kono
545920,Amit Singer
545921,Yannis Kevrekidis
545943,Yury Gogotsi
545964,Won Namgoong
545980,Thomas Santner
545981,Angela Dean
545986,Jan Spyridakis
545988,Joyce Yen
545995,Talat Rahman
546023,Yingnian Wu
546033,Shengli Zhou
546041,Maciej Zawodniok
546049,Bruce Armitage
546109,Cynthia Furse
546121,Roland Kawakami
546219,Tracy Camp
546254,David Reed
546265,Pamela Soltis
546276,Lorenzo Prendini
546284,Douglas Soltis
546359,Peter Chesson
546362,David Hillis
546383,Andrew Burton
546422,John Valentine
546530,Robert Kozma
546555,Ila Fiete
546586,Mark Moline
546592,Robert Heckman
546620,David Ferguson
546736,Darrel Frost
546744,Frederic Theunissen
546784,Jason Bond
546797,Mark Holder
546850,Peter Kahn
546934,S. Sondhi
546946,Adriana Compagnoni
546962,Ruben Gamboa
546983,Hrvoje Petek
546987,Christopher Stanton
547019,Ivar Babb
547027,Florian Potra
547042,Xianfan Xu
547070,Sarita Nair-Pillai
547082,Timothy Warburton
547089,George Barnett
547105,Kris Gutierrez
547106,David Webb
547118,Oliver Buhler
547136,Kathryn Johnston
547154,Xiang Fu
547185,Majid Sarrafzadeh
547208,Timothy Healey
547212,Ufuk Topcu
547222,Scott Robertson
547255,Jonathan Rubin
547264,Andrea Bertozzi
547280,Bruce Turkington
547294,Yuanwei Qi
547328,Veton Kepuska
547339,Vitaliy Lomakin
547366,Alan Edelman
547371,Michael Hildreth
547383,Michael Reed
547412,Angelia Nedich
547420,Michael Miksis
547471,Trent Jaeger
547494,James Lombardi
547502,Reka Albert
547506,Dan Stinebring
547544,Roxana Smarandache
547546,Daniel Nettleton
547607,Stanislav Djorgovski
547656,Shirley McBay
547658,Lindsey Richland
547675,Diane Cook
547701,Santosh Nagaraj
547702,Mahasweta Sarkar
547707,Laura Carlson
547710,Peter Arzberger
547711,Peter Backlund
547712,Jennifer Schopf
547713,James Williams
547714,Dale Smith
547729,Jose Contreras-Vidal
547733,Malcolm Hunter
547799,Miguel Acevedo
547801,Hessam Sarjoughian
547822,Xiaodong Chen
547825,Yaoqi Zhang
547843,James Sullivan
547850,Timothy Berners-Lee
547852,Ana Barros
547858,Alex Mayer
547864,Cindy Grimm
547895,Neo Martinez
547903,Henry Lieberman
547931,Mahmoud Fallahi
547941,Emily Keshner
547942,William Wright
547983,Kenneth Fleischmann
547994,Nilanjan Banerjee
548022,Ezra Bar Ziv
548032,Pete Markowitz
548044,Bane Vasic
548078,Ting Yu
548079,Douglas Reeves
548097,Andres Molina-Markham
548098,Ryan Halter
548106,Jedidiah Crandall
548113,Hamid Ekbia
548117,Rohit Chadha
548119,Kelly Caine
548120,Jacob Sorber
548125,William Wallace
548127,Brad Myers
548129,David Turner
548131,Anita Sarma
548132,Gregg Rothermel
548134,Martin Erwig
548135,Margaret Burnett
548140,Andrew Ko
548160,Christopher Green
548162,Michelle Connolly
548177,Dan Wallach
548182,Ness Shroff
548184,Krzysztof Gaj
548185,Jens-Peter Kaps
548187,Charles Leiserson
548198,Nelson Sa
548200,Guy Blelloch
548202,Ted Krovetz
548204,Jung-Min Park
548205,Patrick Schaumont
548207,Tina Eliassi-Rad
548216,Hsinchun Chen
548220,Christos Faloutsos
548222,Jeremy Fineman
548224,Nicholas Hopper
548225,Roger Dingledine
548239,Aidong Ding
548249,David Cok
548253,Robert Proctor
548254,Ninghui Li
548255,Luo Si
548259,Mohit Tiwari
548263,David Andersen
548269,Sennur Ulukus
548271,Michael Huang
548281,Joshua Levine
548283,Dmitri Averin
548292,Brent Nelson
548295,Gilly Leshed
548296,Cynthia Farina
548297,Claire Cardie
548302,Daqing Hou
548304,Ifeoma Nwogu
548305,Shambhu Upadhyaya
548306,Venugopal Govindaraju
548308,Tamar Shinar
548310,Edward Knightly
548311,Ashutosh Sabharwal
548312,Lin Zhong
548314,Guofei Gu
548322,Samrat Bhattacharjee
548324,Elaine Shi
548326,Siyuan Han
548330,Rebecca Bates
548334,Jeff Schneider
548336,Kenneth Mai
548338,Ronald Blanton
548342,Phillip Rogaway
548347,Valerio Pascucci
548348,Adam Bargteil
548354,Robert Clayton
548359,Daniel Bernstein
548361,George Papen
548362,Joseph Ford
548363,Alex Snoeren
548364,George Porter
548366,Michael Wesch
548367,Xinming Ou
548368,Robert Vaile
548369,John McHugh
548370,Siva Rajagopalan
548382,Feifei Li
548388,Shalini Ghosh
548389,Vinod Yegneswaran
548398,Willem van Dam
548405,Dirk Bouwmeester
548463,Matthew Caesar
548478,Russell Deaton
548532,Max Gunzburger
548563,Shuhui Li
548603,Kenneth Sassen
548692,Samuel King
548698,Julie Dorsey
548759,Rahul Singh
548797,Yongchen Wang
548851,Richard Lenski
548919,Peter Monk
548925,Michael Branicky
549003,Michalis Faloutsos
549071,Jose Holguin-Veras
549076,Christine Cunningham
549142,William Finzer
549148,Susan Goldman
549174,Moody Ten-Chao Chu
549180,Christopher Hoadley
549181,Lawrence Hall
549200,Matthias Scheutz
549201,Linda Tickle-Degnen
549219,James Pellegrino
549235,Joseph Krajcik
549245,Barbara Means
549253,Chuanhai Liu
549258,Anastasios Mourikis
549259,Jay Farrell
549268,Savdeep Sethi
549350,Haitao Wang
549356,Upamanyu Madhow
549373,Jimmie Doll
549376,Michael Overton
549387,Ronald Arkin
549399,Eve Riskin
549403,Sergio Antoy
549421,William Shih
549429,Sanjeev Arora
549435,Richard Crawford
549443,Ren-Cang Li
549447,Robert Desimone
549456,Hongyuan Zha
549458,Donald Chiarulli
549461,Alan Yuille
549464,Konrad Kording
549465,Levi Hargrove
549466,Jonathon Sensinger
549477,Gert Cauwenberghs
549481,Greg Link
549486,Peter Spirtes
549488,Laurent Itti
549490,Julie Shah
549499,Dmitry Berenson
549505,H.-S. Philip Wong
549509,Metin Sitti
549530,Douglas Boyer
549540,Mary Beth Rosson
549541,John Carroll
549542,Vijaykrishnan Narayanan
549550,Shawn Douglas
549567,Eric Klavins
549568,Georg Seelig
549583,Richard Murray
549584,Jehoshua Bruck
549585,Niles Pierce
549587,Paul W.K. Rothemund
549589,Zoran Popovic
549590,Emanuel Todorov
549592,Jun Ueda
549593,Minoru Shinohara
549594,Karen Feigh
549604,George Whitesides
549607,William Whittaker
549608,Srinivasa Narasimhan
549619,Sonia Chernova
549625,Alonzo Kelly
549627,Sean Luke
549639,Mark Moll
549647,Elisabeth Smela
549648,Hugh Bruck
549649,Miao Yu
549664,Kostas Daniilidis
549666,Erik Engeberg
549668,Paul Krueger
549669,Edmond Richer
549670,Adam Cohen
549672,Aaron Dollar
549674,Homayoon Kazerooni
549675,David Rempel
549677,Andy Ruina
549679,Mary Dias
549680,Aaron Steinfeld
549684,Jerome Hoffman
549690,Yaoyun Shi
549691,Brett Hemenway
549712,John Hayes
549714,Arya Mazumdar
549718,Rajiv Gupta
549737,Sarita Schoenebeck
549739,Mario Sznaier
549740,Octavia Camps
549747,Lawrence Pileggi
549755,Sriram Pemmaraju
549757,Mustaque Ahamad
549758,Patrick Traynor
549760,Guillermo Sapiro
549767,Scott Fleming
549772,Yingda Cheng
549774,Grigore Rosu
549775,Elsa Gunter
549790,John Fourkas
549792,Lynette Jones
549794,James Hetrick
549798,Gustavo Petri
549800,Jan Vitek
549808,Julia Chuzhoy
549818,Charles Anderson
549823,B Sethuraman
549825,Neil Rowe
549839,Seth Pettie
549841,Mikko Lipasti
549845,Zhuoqing Mao
549853,Erchin Serpedin
549860,Larissa Schroeder
549861,Kevin Ball
549864,Armando Manduca
549865,Joshua Trzasko
549871,Daniel Stefankovic
549877,Daniel Sanchez Martin
549885,Vineet Bafna
549887,John Leonard
549889,David Choffnes
549890,Arvind Krishnamurthy
549892,Jordan Shropshire
549898,Michail Polychronakis
549902,Pietro Cicotti
549909,Laurie Williams
549910,Emerson Murphy-Hill
549913,Joseph Kizza
549916,Carlos Guestrin
549918,Michela Taufer
549925,Robert Miller
549932,Philip Gill
549944,Benjamin Liblit
549951,Christof Paar
549952,Russell Tessier
549957,Alexandra Boldyreva
549960,Elliott Moreton
549961,Jennifer Smith
549967,Leonid Moroz
549981,Xiaosong Ma
549985,William Robinson
549989,Qiang Du
549998,Tamal Dey
550000,Yousef Saad
550002,Niraj Jha
550006,Yury Polyanskiy
550008,Qiang Ye
550010,Dezhen Song
550018,Steven Frank
550020,Keith Ross
550026,David Wagner
550030,Qingzhong Liu
550032,Zhuo Feng
550040,Alexei Miasnikov
550041,Alexander Ushakov
550044,Atul Prakash
550050,John Oldow
550052,Andrew Meltzoff
550053,Rajesh Rao
550054,Dieter Fox
550063,Yingying Chen
550067,Sergey Plis
550076,Valerie Shute
550077,Matthew Ventura
550078,Kathleen Clark
550079,Fengfeng Ke
550080,Gordon Erlebacher
550083,Gerardo Chowell-Puente
550086,Liuba Shrira
550097,Christian Kastner
550101,David Danks
550105,Koushik Chakraborty
550106,Sanghamitra Roy
550108,David Anderson
550110,Darko Stefanovic
550111,Steven Graves
550115,Carolyn Talcott
550117,Bei-Tseng Chu
550118,Heather Richter Lipford
550120,Yiorgos Makris
550122,Norman Danner
550131,Roberto Perdisci
550133,Wenliang Du
550135,Robert LaRose
550137,Nora Rifon
550147,Susan Fussell
550149,Lawrence Holder
550151,Jay Gopalakrishnan
550154,Thomas Eisenbarth
550165,Alenka Zajic
550173,Saumya Debray
550174,Sudha Ram
550175,Christian Collberg
550177,William Eberle
550179,Zhijie Shi
550180,John Chandy
550184,Thomas Huang
550189,David Hicks
550190,Jeffrey Ogle
550191,David Cline
550204,Kasturi Varadarajan
550205,Xiaodong Wu
550216,Alan Mislove
550219,Hoeteck Wee
550223,Heng Xu
550224,Yunmei Chen
550227,Yevgeniy Dodis
550234,Ben Hardekopf
550236,Thomas Shrimpton
550238,John Regehr
550239,Anton Burtsev
550244,Saugata Basu
550248,Venkat Krovi
550250,Aleksandar Kuzmanovic
550252,Kemal Akkaya
550254,Marina Blanton
550256,Ruth Bahar
550258,Syed Jafar
550260,Yier Jin
550262,Keshab Parhi
550264,Jose Meseguer
550270,Roy Maxion
550273,Berk Sunar
550275,Ramasubramanian Sekar
550281,Atif Memon
550282,Michael Hicks
550286,Hiroki Sayama
550294,Susanne Brenner
550295,Li-yeng Sung
550308,Emanuele Viola
550310,Rakesh Verma
550312,Jelena Mirkovic
550313,Genevieve Bartlett
550315,Gregory Kuperberg
550327,James Sethian
550329,Petros Drineas
550339,Emmanuel Abbe
550342,John Stankovic
550344,Sergio Verdu
550348,Ming Gu
550356,Aylin Yener
550367,Ching-Kuang Shene
550368,Chaoli Wang
550369,Seung Hyun Kim
550371,Satinder Baveja
550373,Ileana Streinu
550375,Chandra Chekuri
550377,Henry Kautz
550379,John Logie
550380,Joseph Konstan
550382,Ana Milanova
550384,Ciprian Borcea
550386,Hung Ngo
550387,Atri Rudra
550389,Remzi Arpaci-Dusseau
550390,Andrea Arpaci-Dusseau
550392,Yusu Wang
550397,Kai Shen
550401,Amol Deshpande
550405,Marcela Borge
550407,Padma Raghavan
550414,Donald Brown
550415,Andrew Klein
550419,Lorenzo Orecchia
550423,Tijana Milenkovic
550426,Christopher Batty
550428,Mostafa Ammar
550429,Ellen Zegura
550431,Tali Moreshet
550433,Maciej Ciesielski
550436,Gunar Schirner
550439,Jeremiah Willcock
550441,Indranil Gupta
550443,Adit Singh
550445,Mark van Hoeij
550447,Constantinos Dovrolis
550449,Daisuke Kihara
550451,Robert Heath
550455,Henry Fuchs
550459,Tao Ju
550461,Kristine Hanna
550462,Edward Fox
550463,Donald Shoemaker
550464,Andrea Kavanaugh
550465,Steven Sheetz
550467,Panagiotis Manolios
550468,Evgueni Goldberg
550470,Marco Duarte
550471,Mario Parente
550473,Moinuddin Qureshi
550475,Michael Flynn
550477,Jingyi Yu
550478,Kenneth Barner
550480,Tingjian Ge
550484,David Laidlaw
550486,Chen Ding
550488,Michael Littman
550490,Irina Kogan
550491,Hoon Hong
550495,Danielle McNamara
550499,John Iacono
550501,Misha Kilmer
550503,Shuchin Aeron
550505,Maria Garzaran
550506,Daniel Ahn
550508,Anuj Srivastava
550512,Louis Whitcomb
550516,Jan Hoffmann
550517,Zhong Shao
550519,Chandan Reddy
550521,Jane Huang
550525,Sarfraz Khurshid
550527,Atanas Rountev
550532,Feng Qin
550534,Paris Smaragdis
550536,Thidapat (Tam) Chantem
550540,Prasant Mohapatra
550545,Xin He
550547,Ryan O'Donnell
550549,Leonard Schulman
550551,Michela Becchi
550553,Daniel Boley
550555,Aravinda Sistla
550560,James Royer
550572,Robert Dick
550574,Brian Demsky
550576,Rocco Servedio
550578,Joohyung Lee
550580,Amir-Hamed Mohsenian-Rad
550584,Siwei Lyu
550586,Kyle Reed
550588,Ambuj Tewari
550590,Anupam Gupta
550593,Adam Wierman
550597,Gregory Wornell
550599,James Hollan
550603,Ozgur Sinanoglu
550604,Ramesh Karri
550606,Jing Peng
550607,Anna Feldman
550609,Tapan Parikh
550613,Fumin Zhang
550615,Stephanie Weirich
550619,Theodore Ralphs
550621,Kathleen Pine
550622,Melissa Mazmanian
550624,Xiaobo Hu
550626,Sakti Pramanik
550627,Charles Brown
550629,Robert Young
550631,Benjamin Kimia
550635,Sile O'Modhrain
550636,Richard Gillespie
550637,Mark Burns
550639,Sonia Fahmy
550641,Rebecca Willett
550643,Abhijit Chatterjee
550644,Satish Kumar
550647,Deborah Fields
550649,Bruce Buchanan
550651,David Letscher
550652,Erin Chambers
550654,Dario Pompili
550658,Jing Gao
550660,Joseph Magliano
550662,Andrea Montanari
550664,Xiaodong Cai
550666,Abdullah Muzahid
550668,Daren Cline
550669,Dmitri Loguinov
550671,Ivona Bezakova
550673,Daniel Roche
550675,Carleton Kingsford
550677,Eric Brewer
550681,Marios Papaefthymiou
550682,Zhengya Zhang
550684,Michael Neff
550688,Yuanyuan Yang
550691,John Socha
550693,Matthias Koeppe
550695,Jonas Braasch
550699,Anna Scaglione
550702,Sriram Sankaranarayanan
550709,A.L. Narasimha Reddy
550710,Paul Gratz
550712,Qiang Zhu
550714,Abhinav Gupta
550716,Tan Wong
550718,Jaakko Jarvi
550720,Tao Li
550722,Elchanan Mossel
550725,Field Van Zee
550727,Jia Rao
550728,Xiaobo Zhou
550730,Zhiling Lan
550733,Yao Liang
550735,Brian Chen
550736,Katya Scheinberg
550738,Srikanth Krishnamurthy
550740,Cyrus Shahabi
550745,Sujay Sanghavi
550747,Oded Regev
550753,Hanna Wallach
550754,Bruce Desmarais
550764,Jakob Eriksson
550769,Vincent Aleven
550771,Andrew Heckler
550772,Rajiv Ramnath
550773,Karl Ola Ahlqvist
550775,Nelson Morgan
550778,T. Vijaykumar
550779,Irith Pomeranz
550781,Pavan Turaga
550783,Haris Vikalo
550785,Guohong Cao
550787,Calvin Newport
550789,Vinhthuy Phan
550793,Matthieu Bloch
550799,Priyank Kalla
550801,Imre Kondor
550804,Gilles Clermont
550806,James Rehg
550807,Fuxin Li
550809,Xubin He
550811,Alexandra Mazalek
550813,George Amariucai
550815,James Tuck
550817,Michael Ward
550819,Sayan Mukherjee
550820,Shivnath Babu
550822,John Reif
550824,Edward Chang
550826,Florian Enescu
550830,Rodrigo Fonseca
550832,Malgorzata Marek-Sadowska
550836,Naomi Feldman
550838,Aditya Ramamoorthy
550840,Besma Smida
550842,Raju Rangaswami
550844,Jing Deng
550846,Joseph Camp
550848,Xiangyu Zhang
550852,Nirwan Ansari
550854,Limin Jia
550857,Theodore Rappaport
550859,Chitaranjan Das
550863,Benjamin Marlin
550864,J. Eliot Moss
550866,Timothy Bretl
550868,Andrea Thomaz
550869,Mark Riedl
550870,Brian Magerko
550872,Padhraic Smyth
550874,Onur Mutlu
550876,John Stasko
550878,Hal Daume
550879,Jordan Boyd-Graber
550881,George Kollios
550882,Evimaria Terzi
550884,Shuangqing Wei
550886,Christine Shoemaker
550887,David Albonesi
550889,George Atia
550894,Ning Xi
550895,Matt Mutka
550897,Umut Acar
550903,Shashi Shekhar
550906,Clark Barrett
550908,Martin D. Wong
550910,Jinbo Bi
550914,Kenneth Rose
550918,Sencun Zhu
550920,Dinghao Wu
550936,Denis Zorin
550938,Nicola Elia
550942,Tai Sing Lee
550946,Mihalis Yannakakis
550948,Ingrid Daubechies
550949,Mauro Maggioni
550958,Shiwen Mao
550960,Vijaya Ramachandran
550962,Kartik Gopalan
550967,Elizabeth Gerber
550968,Matthew Easterday
550970,Ahmed Helmy
550972,Daniel Scharstein
550974,Milos Prvulovic
550976,Andrew McGregor
550978,James Hoe
550986,Inderjit Dhillon
550988,Santosh Pande
550994,Y. Charlie Hu
550995,Samuel Midkiff
550997,Bobak Nazer
550999,Alessandro Orso
551001,Joerg Kliewer
551003,Hanan Samet
551005,Xipeng Shen
551007,Dominic Duggan
551009,K. J. Ray Liu
551012,Kaushik Roy
551013,Anand Raghunathan
551015,Martin Furer
551019,Konstantin Busch
551023,Shuchi Chawla
551025,Swarat Chaudhuri
551026,Joe Warren
551027,Scott Rixner
551029,Danny Sorensen
551030,Athanasios Antoulas
551032,Ulisses Braga Neto
551034,Jeffrey Berry
551035,Michael Johnson
551037,Pradeep Ravikumar
551039,Young-Han Kim
551041,Yanchao Zhang
551043,J. Edward Swan II
551055,Krishna Narayanan
551056,Henry Pfister
551058,Hongyi Wu
551059,Miao Jin
551061,Tim Sheard
551063,Sarita Adve
551065,Alan Fern
551066,Xiaoli Fern
551068,Yoram Bresler
551070,Terrance Boult
551072,Warren Waggenspack
551073,Mary Manhein
551076,Alan Cox
551078,Bruce Maggs
551079,Walter Willinger
551080,Reza Rejaie
551082,Elisa Barney Smith
551083,Kristy Campbell
551084,Vishal Saxena
551086,Keith Julien
551090,Jared Saia
551092,Sorin Istrail
551097,Yuanyuan Zhou
551099,Karen Livescu
551103,Dor Abrahamson
551105,Christopher Hundhausen
551106,Olusola Adesope
551111,Pierre Baldi
551113,William Johnson
551114,Kino Coursey
551116,Garnet Hertz
551117,Silvia Lindtner
551119,Murat Yuksel
551122,Ronald Cole
551123,Wayne Ward
551126,Haitao Zheng
551128,Steve Whittaker
551130,Adriaan van der Hoek
551132,Chen-Nee Chuah
551133,Qing Zhao
551135,Feng Liu
551137,Suhas Diggavi
551138,Christina Fragouli
551140,Michelle Effros
551145,Nenad Medvidovic
551146,William Halfond
551148,Zhi Ding
551150,Michelle Riconscente
551151,Lucien Vattel
551152,Paula Hidalgo
551154,Peter Heeman
551156,Louis-Noel Pouchet
551159,Katia Obraczka
551167,Bevan Baas
551169,Mehmet Gunes
551173,Yasamin Mostofi
551175,Itschak(Tsachy) Weissman
551177,Guoqing Xu
551202,Lifeng Lai
551205,Illah Reza Nourbakhsh
551277,Alireza Seyedi
551285,Philippos Mordohai
551297,Alan Rogers
551313,W. Frederick Limp
551314,Jackson Cothren
551321,Ibrahim Isler
551322,M. Ani Hsieh
551341,James Davis
551355,Animesh Ray
551390,Manoranjan Misra
551393,William Patterson
551409,Anthony van Eyken
551426,Jeffrey Taylor
551427,Brian Wee
551428,Hank Loescher
551443,George Berg
551444,Theresa Pardo
551445,Peter Bloniarz
551446,David McCaffrey
551465,Robert Weller
551467,Charles Meertens
551483,Jon Reinhardt
551487,Andee Rubin
551496,Ming Yuan
551528,Todd Tannenbaum
551539,Peter Casazza
551540,Matthew Fickus
551560,Igor Sokolov
551603,Bo Luo
551625,William McDonough
551642,Andrew Singer
551644,Sherry Thatcher
551667,Andrew Alexande Webb
551713,Akram Aldroubi
551714,Akos Ledeczi
551737,Randal Burns
551746,David Mostow
551747,Jessica Nelson-Taylor
551767,Christopher Chabris
551769,Abel Rodriguez
551771,Oded Nov
551787,Anita Woolley
551789,Thomas Malone
551795,Coye Cheshire
551799,Jeffrey Carver
551802,James Herbsleb
551811,Hari Sundaram
551819,Aaron Panofsky
551820,Christopher Kelty
551829,Gary Olson
551830,Judith Olson
551839,Ian Buckle
551857,Latifur Khan
551879,Thomas Strohmer
551900,Adam Powell
551905,Michael Kirby
551906,Christopher Peterson
551925,Gabor Toth
551949,John McCarthy
551967,Harold Abelson
551983,Qun Li
551992,Xiaodong Zhang
552012,Yanhong Liu
552035,Matthew Fields
552047,Keith Johnson
552050,Julia Parrish
552097,Mark Reeves
552110,Kobus Barnard
552111,Clayton Morrison
552159,Joshua Tucker
552175,David Beveridge
552216,James Smith
552235,Rahman Tashakkori
552243,Kwan-Liu Ma
552264,Zhiqiang Wu
552282,Michael Thompson
552302,Kari Kraus
552303,June Ahn
552320,Stephen Tate
552321,Lixin Fu
552328,Yih-Fang Huang
552353,Cynthia Robinson
552384,Judy Brown
552411,Jennifer Burg
552414,Bill Manaris
552420,Bryan Pijanowski
552443,Rachel Scherr
552450,Karen Peterson
552465,Marilyn Carlson
552467,Carla van de Sande
552468,Kevin Moore
552477,Noel Enyedy
552478,Carlos Wagmister
552479,Jeffrey Burke
552494,Derek Hansen
552551,Daniel Messinger
552597,Armin Moczek
552598,Kylie Peppler
552599,Joshua Danish
552730,Ivon Arroyo
552769,Junko Munakata Marr
552780,Peter Koons
552787,Frederick Conrad
552796,Kevin Almeroth
552798,Sung-Ju Lee
552808,Hans Riedel-Kruse
552833,Arthur Glenberg
552834,Erin Walker
552835,M. Adelaida Restrepo
552839,Robert Maloy
552840,A. Lynn Stephens
552841,Beverly Woolf
552857,Steven Manson
552861,Winslow Burleson
552862,Kasia Muldner
552897,Thomas Moher
552898,Joel Brown
552899,James Slotta
552902,Denise Nacu
552989,Kevin McCabe
552996,Robert Kirby
553090,Joel Sobel
553159,Pulickel Ajayan
553162,Nikolaos Sidiropoulos
553166,Tony Ro
553167,Zhigang Zhu
553186,Donald Davis
553187,David Johnson
553190,Anthony Baylis
553205,Jeremy Bailenson
553206,Barry Lawson
553211,Nabil Simaan
553216,Howard Choset
553221,Ioannis Poulakakis
553223,Russell Taylor
553228,James F. Allan
553248,Steven Lavalle
553259,Mona Singh
553283,Stergios Roumeliotis
553286,R. Vijay Kumar
553287,Daniel Lee
553289,Jerome Hajjar
553297,Daniel Huber
553299,Sebastian Scherer
553300,Burcu Akinci
553308,Sarah Creem-Regehr
553309,Jeanine Stefanucci
553335,Peter Stair
553340,Thomas Martin
553347,Carla Zoltowski
553364,Iulian Neamtiu
553368,Corina Pasareanu
553388,Kevin Butler
553399,Samuel Guyer
553400,Jason Rife
553416,Eugene Goldfield
553417,Conor Walsh
553419,Eby Friedman
553423,Zhongming Zhao
553429,Demoz Gebre-Egziabher
553430,Peter Seiler
553438,Ji-Woong Lee
553440,Constantino Lagoa
553458,Parameswaran Ramanathan
553459,Bernard Lesieutre
553472,William Michener
553478,Hongrui Jiang
553485,Radu Sion
553493,Heath Hofmann
553500,Elizabeth Grayhack
553504,Dan Stamper-Kurn
553512,Nicholas Maxemchuk
553514,Jorge Cortes
553516,Mark Yim
553534,Anurag Srivastava
553535,Chen-Ching Liu
553537,Nitin Vaidya
553538,Rakesh Bobba
553540,Magnus Egerstedt
553542,M. Eric Johnson
553543,David Kotz
553544,Lisa Marsch
553547,Hadas Kress Gazit
553549,Ella Atkins
553550,Shige Wang
553551,Kang Shin
553563,Aviel Rubin
553564,Stephen Checkoway
553565,Jonathan Weiner
553567,Alper Bozkurt
553568,David Roberts
553569,Barbara Sherman
553571,Thomas Kurfess
553574,Yufeng Xin
553580,Howard Chizeck
553584,Stavros Tripakis
553586,Michael Lewis
553588,Emilio Bizzi
553590,Frank Mueller
553591,Aranya Chakrabortty
553593,Susan Urban
553595,Leonidas Fegaras
553596,Upendranatha Chakravarthy
553598,Srdjan Lukic
553600,Gabor Karsai
553601,Abhishek Dubey
553603,Sandeep Kulkarni
553607,Tara Javidi
553609,Jana Kosecka
553610,Siddhartha Sikdar
553612,Houman Homayoun
553614,Israel Koren
553615,C.Mani Krishna
553620,Xiaofeng Wang
553622,James Braun
553623,Jianghai Hu
553624,Athanasios Tzempelikos
553625,Panagiota Karava
553629,Makan Fardad
553632,Richard Berlin
553633,Tarek Abdelzaher
553637,Brenna Argall
553640,Tarla Peterson
553642,Venkataramana Ajjarapu
553643,Manimaran Govindarasu
553646,Bruno Sinopoli
553648,Marco Gruteser
553652,Mikhail Atallah
553653,Karthik Ramani
553656,Insup Lee
553657,Oleg Sokolsky
553658,Linh Thi Xuan Phan
553660,Christian Lebiere
553661,Katia Sycara
553663,Geir Dullerud
553664,Mahesh Viswanathan
553667,David Castanon
553668,Venkatesh Saligrama
553671,Edmund Clarke
553678,Mac Schwager
553684,Peter Stone
553686,Lui Sha
553687,Carolyn Beck
553688,Alex Kirlik
553689,Naira Hovakimyan
553691,Andrea Goldsmith
553693,James McLurkin
553702,Amit Roy Chowdhury
553703,Bir Bhanu
553704,Chinya Ravishankar
553705,Mark Campbell
553707,Ramesh Govindan
553708,Fan Bai
553722,Barbara van Schewick
553725,Michael Bailey
553729,Benjamin Lok
553748,Cameron Abrams
553752,Joel Reidenberg
553754,Steven Minton
553756,Markus Deserno
553768,Daniel Raleigh
553786,Srinivasa Akella
553788,Thomas Ristenpart
553805,Michael White
553824,Jon Holtzman
553840,Susanne Rafelski
553855,Carl Gunter
553865,Mladen Vouk
553866,Peng Ning
553878,Lorrie Cranor
553879,Norman Sadeh
553880,Alessandro Acquisti
553882,Travis Breaux
553884,Michael Reiter
553885,Ari Juels
553906,Jeffrey Chase
553915,David Hart
553946,Jo Ann Wise
553948,Kostas Bekris
553952,Robert Edwards
553959,Xing Yang
554018,Nitin Baliga
